Date,Price,Open,High,Low,Vol.,Change %
11/25/2024,3412.18,3361.47,3544.71,3301.68,1020000,1.51%
11/24/2024,3361.41,3393.92,3448.58,3285.45,525450,-0.96%
11/23/2024,3393.91,3327.68,3495.09,3316.84,785630,1.99%
11/22/2024,3327.77,3356.42,3424.47,3261.04,661770,-0.85%
11/21/2024,3356.43,3069.96,3386.41,3034.44,1060000,9.34%
11/20/2024,3069.72,3106.07,3158.15,3030.91,550530,-1.17%
11/19/2024,3105.97,3207.54,3219.8,3066.26,549160,-3.16%
11/18/2024,3207.46,3075.42,3220.65,3052.29,698670,4.29%
11/17/2024,3075.42,3132.04,3160.1,3037.49,485170,-1.81%
11/16/2024,3132.0,3089.44,3215.9,3072.83,456290,1.38%
11/15/2024,3089.45,3058.15,3128.59,3015.75,557270,1.02%
11/14/2024,3058.22,3187.02,3238.39,3038.03,661290,-4.04%
11/13/2024,3187.02,3244.57,3326.89,3117.79,988070,-1.71%
11/12/2024,3242.44,3372.15,3440.05,3209.16,1040000,-3.85%
11/11/2024,3372.13,3185.97,3384.62,3107.45,1060000,5.84%
11/10/2024,3186.05,3126.25,3247.49,3076.4,925650,1.87%
11/09/2024,3127.69,2961.62,3153.38,2954.56,560620,5.62%
11/08/2024,2961.34,2894.2,2981.51,2887.19,598520,2.32%
11/07/2024,2894.13,2721.85,2914.81,2700.01,784350,6.33%
11/06/2024,2721.85,2422.5,2740.34,2422.03,1070000,12.36%
11/05/2024,2422.5,2398.95,2478.74,2380.8,365020,0.98%
11/04/2024,2398.95,2457.68,2490.21,2362.91,335810,-2.39%
11/03/2024,2457.68,2492.54,2496.33,2411.72,305380,-1.39%
11/02/2024,2492.45,2511.96,2523.41,2472.02,158360,-0.78%
11/01/2024,2511.96,2519.14,2584.17,2471.45,463340,-0.28%
10/31/2024,2519.14,2658.62,2668.39,2506.64,432070,-5.25%
10/30/2024,2658.62,2638.64,2719.9,2600.61,494310,0.76%
10/29/2024,2638.64,2567.41,2679.5,2561.32,486720,2.77%
10/28/2024,2567.41,2507.82,2587.71,2473.03,393160,2.39%
10/27/2024,2507.39,2482.52,2525.37,2465.72,148630,1.00%
10/26/2024,2482.52,2441.2,2506.39,2430.77,265530,1.69%
10/25/2024,2441.18,2535.87,2564.13,2386.98,550790,-3.73%
10/24/2024,2535.87,2524.64,2561.75,2508.98,312650,0.39%
10/23/2024,2526.1,2622.91,2625.51,2463.67,385150,-3.65%
10/22/2024,2621.79,2666.66,2671.28,2607.54,293690,-1.68%
10/21/2024,2666.66,2747.28,2766.1,2656.65,336970,-2.93%
10/20/2024,2747.28,2647.42,2757.52,2635.82,280670,3.77%
10/19/2024,2647.39,2641.72,2662.63,2631.27,113680,0.21%
10/18/2024,2641.72,2605.53,2675.17,2596.72,315000,1.39%
10/17/2024,2605.53,2611.09,2646.96,2578.23,242980,-0.21%
10/16/2024,2611.09,2607.79,2645.42,2589.72,280520,0.12%
10/15/2024,2607.84,2630.54,2682.02,2540.15,442580,-0.86%
10/14/2024,2630.54,2468.94,2651.52,2444.63,474240,6.55%
10/13/2024,2468.92,2476.46,2484.13,2437.44,130460,-0.31%
10/12/2024,2476.48,2436.77,2489.53,2434.39,150000,1.63%
10/11/2024,2436.73,2385.4,2470.65,2382.22,254870,2.15%
10/10/2024,2385.4,2370.1,2417.9,2353.08,288050,0.64%
10/09/2024,2370.13,2440.91,2472.03,2355.24,268060,-2.90%
10/08/2024,2440.93,2422.73,2461.96,2403.2,221590,0.75%
10/07/2024,2422.75,2440.33,2520.05,2407.05,324830,-0.72%
10/06/2024,2440.33,2414.98,2455.95,2407.13,120240,1.05%
10/05/2024,2414.98,2414.44,2427.34,2390.08,114500,0.02%
10/04/2024,2414.43,2349.67,2440.74,2339.97,263740,2.76%
10/03/2024,2349.67,2365.53,2402.68,2311.68,344360,-0.67%
10/02/2024,2365.57,2449.65,2498.7,2355.21,343590,-3.43%
10/01/2024,2449.67,2602.3,2656.71,2422.11,535540,-5.91%
09/30/2024,2603.48,2657.67,2661.71,2579.32,308410,-2.04%
09/29/2024,2657.67,2675.71,2683.73,2634.69,171030,-0.67%
09/28/2024,2675.71,2694.53,2703.83,2651.38,145420,-0.70%
09/27/2024,2694.53,2632.05,2726.69,2616.01,304780,2.37%
09/26/2024,2632.05,2580.29,2664.95,2560.48,311520,2.00%
09/25/2024,2580.34,2652.47,2672.17,2557.82,244760,-2.72%
09/24/2024,2652.5,2647.65,2669.32,2593.31,330160,0.18%
09/23/2024,2647.65,2581.06,2701.6,2544.68,369370,2.53%
09/22/2024,2582.35,2613.25,2631.37,2527.75,233740,-1.19%
09/21/2024,2613.35,2561.29,2619.81,2530.28,184260,2.01%
09/20/2024,2561.79,2464.52,2570.58,2438.98,411520,3.95%
09/19/2024,2464.49,2374.95,2491.54,2373.22,383180,3.89%
09/18/2024,2372.18,2341.83,2372.54,2278.97,346210,1.30%
09/17/2024,2341.82,2295.72,2392.33,2264.52,324970,2.01%
09/16/2024,2295.72,2317.04,2334.45,2254.52,385300,-0.92%
09/15/2024,2317.04,2417.56,2428.91,2294.55,211270,-4.16%
09/14/2024,2417.56,2439.29,2440.4,2384.99,154060,-0.92%
09/13/2024,2440.12,2361.79,2459.47,2337.76,302560,3.32%
09/12/2024,2361.79,2340.33,2387.25,2316.39,249290,0.92%
09/11/2024,2340.19,2387.98,2388.4,2279.0,333290,-1.99%
09/10/2024,2387.71,2359.55,2397.1,2323.91,263700,1.19%
09/09/2024,2359.6,2296.24,2377.64,2274.51,375740,2.76%
09/08/2024,2296.19,2273.7,2331.99,2243.34,233210,0.94%
09/07/2024,2274.87,2225.69,2310.57,2222.93,259550,2.21%
09/06/2024,2225.72,2368.86,2407.07,2151.8,723220,-6.06%
09/05/2024,2369.18,2450.74,2465.66,2351.72,316780,-3.31%
09/04/2024,2450.18,2423.41,2488.86,2317.85,422180,1.11%
09/03/2024,2423.4,2538.35,2551.94,2419.89,250970,-4.53%
09/02/2024,2538.35,2427.35,2560.67,2425.66,299340,4.57%
09/01/2024,2427.49,2513.06,2515.77,2403.61,250520,-3.42%
08/31/2024,2513.56,2525.47,2532.93,2493.84,115170,-0.47%
08/30/2024,2525.45,2528.49,2540.79,2436.95,378490,-0.13%
08/29/2024,2528.72,2527.78,2594.63,2509.17,270410,0.04%
08/28/2024,2527.73,2457.92,2553.02,2421.79,515140,2.84%
08/27/2024,2457.99,2680.18,2699.73,2396.02,477200,-8.29%
08/26/2024,2680.3,2746.1,2761.69,2668.63,250080,-2.46%
08/25/2024,2747.99,2768.9,2792.11,2734.78,175380,-0.74%
08/24/2024,2768.49,2763.04,2818.05,2735.78,296760,0.20%
08/23/2024,2762.86,2623.06,2794.82,2622.15,456210,5.33%
08/22/2024,2623.06,2630.67,2644.06,2587.15,237740,-0.29%
08/21/2024,2630.67,2572.74,2659.21,2541.32,303580,2.25%
08/20/2024,2572.9,2637.1,2692.61,2557.87,342510,-2.43%
08/19/2024,2637.1,2612.1,2647.65,2565.17,252460,0.96%
08/18/2024,2612.1,2614.35,2682.09,2596.76,197890,-0.09%
08/17/2024,2614.35,2592.38,2626.62,2588.44,104830,0.85%
08/16/2024,2592.38,2569.9,2627.47,2552.92,305130,0.89%
08/15/2024,2569.44,2662.95,2675.13,2525.0,387820,-3.51%
08/14/2024,2662.95,2702.44,2761.71,2636.0,365550,-1.48%
08/13/2024,2702.95,2722.66,2737.55,2612.8,351280,-0.72%
08/12/2024,2722.64,2553.57,2747.46,2518.31,516790,6.62%
08/11/2024,2553.57,2609.91,2713.68,2545.99,319790,-2.17%
08/10/2024,2610.24,2598.79,2640.46,2579.59,186390,0.44%
08/09/2024,2598.9,2682.25,2703.8,2556.98,443650,-3.16%
08/08/2024,2683.84,2342.81,2716.5,2322.98,626930,14.80%
08/07/2024,2337.83,2461.84,2550.36,2311.79,671860,-5.04%
08/06/2024,2461.92,2415.98,2548.23,2415.98,691590,1.90%
08/05/2024,2415.99,2688.59,2696.91,2166.31,2810000,-10.14%
08/04/2024,2688.55,2904.59,2931.4,2639.79,543640,-7.44%
08/03/2024,2904.59,2990.32,3017.57,2863.44,371140,-2.87%
08/02/2024,2990.32,3203.37,3217.36,2967.43,415570,-6.70%
08/01/2024,3204.93,3231.81,3242.07,3082.01,350330,-0.83%
07/31/2024,3231.84,3278.94,3348.63,3216.48,255010,-1.44%
07/30/2024,3278.94,3318.24,3366.02,3237.67,210280,-1.18%
07/29/2024,3318.24,3270.32,3396.7,3260.86,340450,1.47%
07/28/2024,3270.32,3248.83,3282.54,3201.64,113090,0.72%
07/27/2024,3247.06,3275.12,3326.91,3199.8,247900,-0.86%
07/26/2024,3275.12,3175.52,3285.72,3173.08,281130,3.14%
07/25/2024,3175.52,3335.33,3342.15,3089.07,524980,-4.79%
07/24/2024,3335.33,3482.54,3487.04,3311.8,292510,-4.23%
07/23/2024,3482.54,3440.01,3537.89,3396.7,521070,1.24%
07/22/2024,3440.01,3535.55,3559.66,3424.86,219410,-2.70%
07/21/2024,3535.55,3517.04,3544.71,3415.57,230630,0.53%
07/20/2024,3517.04,3504.42,3538.32,3480.08,157770,0.36%
07/19/2024,3504.42,3425.95,3539.42,3377.94,317730,2.29%
07/18/2024,3425.94,3387.83,3489.43,3374.48,256500,1.13%
07/17/2024,3387.81,3443.02,3514.65,3378.55,312390,-1.60%
07/16/2024,3442.99,3483.5,3494.6,3347.85,392520,-1.20%
07/15/2024,3484.78,3243.5,3490.89,3233.77,329570,7.44%
07/14/2024,3243.5,3175.1,3265.8,3165.38,171440,2.15%
07/13/2024,3175.1,3134.15,3200.12,3113.52,125080,1.33%
07/12/2024,3133.33,3099.82,3157.43,3048.61,195630,1.08%
07/11/2024,3099.82,3101.17,3214.07,3057.55,299180,-0.04%
07/10/2024,3101.17,3065.11,3149.76,3026.42,281440,1.18%
07/09/2024,3065.11,3019.64,3108.63,3004.62,292940,1.51%
07/08/2024,3019.64,2930.48,3084.2,2826.32,517870,3.04%
07/07/2024,2930.48,3068.79,3072.32,2923.63,194870,-4.51%
07/06/2024,3068.79,2981.4,3080.16,2955.65,225180,2.93%
07/05/2024,2981.4,3057.85,3108.66,2822.44,940650,-2.50%
07/04/2024,3057.81,3295.13,3313.23,3052.15,510410,-7.20%
07/03/2024,3295.13,3421.71,3432.12,3256.31,356890,-3.70%
07/02/2024,3421.71,3442.66,3463.9,3402.98,149310,-0.61%
07/01/2024,3442.67,3437.84,3522.0,3426.69,241710,0.14%
06/30/2024,3437.84,3378.6,3459.12,3356.74,150940,1.75%
06/29/2024,3378.6,3380.17,3408.32,3374.78,95200,-0.05%
06/28/2024,3380.15,3450.45,3487.12,3369.65,238050,-2.04%
06/27/2024,3450.45,3370.79,3472.72,3364.08,217370,2.37%
06/26/2024,3370.72,3395.03,3424.75,3328.42,250140,-0.72%
06/25/2024,3395.03,3352.26,3424.88,3337.14,275470,1.28%
06/24/2024,3352.29,3420.83,3433.89,3245.76,601350,-2.00%
06/23/2024,3420.84,3495.96,3520.35,3410.03,191030,-2.15%
06/22/2024,3495.87,3518.03,3520.8,3476.08,158470,-0.63%
06/21/2024,3518.03,3512.95,3543.69,3447.5,392710,0.15%
06/20/2024,3512.91,3561.24,3624.46,3486.58,371290,-1.36%
06/19/2024,3561.3,3484.57,3585.8,3466.82,346100,2.20%
06/18/2024,3484.55,3511.52,3515.87,3373.14,480080,-0.77%
06/17/2024,3511.52,3625.11,3636.99,3470.65,356790,-3.13%
06/16/2024,3625.11,3568.74,3650.11,3541.46,156550,1.58%
06/15/2024,3568.72,3481.75,3592.84,3474.26,256220,2.50%
06/14/2024,3481.84,3470.16,3530.94,3368.09,339900,0.34%
06/13/2024,3470.15,3559.95,3561.15,3433.13,316980,-2.52%
06/12/2024,3559.95,3497.99,3652.79,3464.17,418360,1.77%
06/11/2024,3498.0,3667.85,3672.92,3433.2,477110,-4.63%
06/10/2024,3667.85,3706.32,3711.9,3650.33,165290,-1.04%
06/09/2024,3706.32,3681.59,3719.02,3668.45,108790,0.67%
06/08/2024,3681.59,3678.36,3709.44,3670.34,147950,0.09%
06/07/2024,3678.37,3812.95,3840.88,3608.44,384780,-3.53%
06/06/2024,3812.95,3865.15,3878.28,3765.23,251820,-1.35%
06/05/2024,3865.14,3810.35,3885.15,3778.13,288180,1.44%
06/04/2024,3810.35,3767.1,3831.41,3743.11,247960,1.15%
06/03/2024,3767.1,3782.06,3849.47,3759.07,262390,-0.40%
06/02/2024,3782.08,3815.95,3838.34,3753.62,219620,-0.89%
06/01/2024,3815.95,3762.63,3832.35,3753.32,143810,1.42%
05/31/2024,3762.66,3747.89,3844.96,3724.57,294560,0.40%
05/30/2024,3747.55,3767.22,3824.94,3703.74,293810,-0.58%
05/29/2024,3769.57,3845.56,3886.44,3745.72,353250,-1.98%
05/28/2024,3845.56,3894.33,3929.21,3775.08,436240,-1.25%
05/27/2024,3894.33,3825.99,3976.0,3824.33,393850,1.79%
05/26/2024,3826.02,3749.28,3881.62,3733.77,313070,2.05%
05/25/2024,3749.28,3728.32,3776.75,3709.7,170390,0.57%
05/24/2024,3728.21,3785.61,3829.13,3635.18,514000,-1.52%
05/23/2024,3785.65,3739.07,3941.42,3645.49,1190000,1.25%
05/22/2024,3739.08,3790.42,3810.5,3654.54,597460,-1.36%
05/21/2024,3790.46,3661.04,3833.07,3630.71,1010000,3.53%
05/20/2024,3661.07,3072.07,3679.47,3048.33,899510,19.17%
05/19/2024,3072.08,3122.87,3135.99,3058.31,170990,-1.63%
05/18/2024,3122.87,3092.09,3145.59,3084.73,205740,0.97%
05/17/2024,3092.75,2944.99,3116.65,2933.39,369550,5.02%
05/16/2024,2944.99,3032.64,3040.62,2924.2,306250,-2.96%
05/15/2024,3034.71,2881.99,3041.11,2864.5,363900,5.30%
05/14/2024,2881.99,2951.01,2958.94,2866.0,279490,-2.34%
05/13/2024,2951.01,2929.36,2993.23,2865.08,381300,0.74%
05/12/2024,2929.35,2912.56,2953.92,2903.16,111770,0.58%
05/11/2024,2912.56,2909.86,2943.58,2889.62,144620,0.09%
05/10/2024,2909.86,3036.32,3052.94,2882.82,355900,-4.16%
05/09/2024,3036.32,2974.92,3057.07,2953.21,248780,2.06%
05/08/2024,2974.94,3006.32,3036.79,2941.71,283760,-1.04%
05/07/2024,3006.36,3062.03,3128.32,3004.04,315010,-1.82%
05/06/2024,3062.03,3136.4,3220.04,3048.65,377370,-2.37%
05/05/2024,3136.4,3117.14,3170.63,3074.55,229160,0.62%
05/04/2024,3117.23,3102.25,3146.74,3095.58,205590,0.48%
05/03/2024,3102.25,2987.11,3125.81,2958.98,381950,3.85%
05/02/2024,2987.12,2973.3,3014.55,2897.11,387640,0.47%
05/01/2024,2973.27,3014.38,3023.06,2819.19,672370,-1.36%
04/30/2024,3014.41,3216.85,3250.44,2927.77,591880,-6.28%
04/29/2024,3216.29,3261.72,3286.75,3119.56,438130,-1.39%
04/28/2024,3261.69,3255.57,3347.45,3250.66,318130,0.19%
04/27/2024,3255.57,3131.42,3282.99,3073.79,334660,3.98%
04/26/2024,3130.9,3155.83,3165.94,3104.77,263090,-0.79%
04/25/2024,3155.83,3141.03,3189.11,3078.65,369130,0.47%
04/24/2024,3141.03,3220.11,3292.31,3111.91,409830,-2.46%
04/23/2024,3220.13,3200.28,3262.5,3153.81,265420,0.61%
04/22/2024,3200.62,3147.84,3233.84,3130.24,306740,1.68%
04/21/2024,3147.83,3156.62,3195.43,3116.85,234070,-0.28%
04/20/2024,3156.63,3056.51,3168.9,3020.82,256050,3.29%
04/19/2024,3056.23,3064.49,3122.51,2871.82,645650,-0.27%
04/18/2024,3064.48,2985.82,3089.53,2955.31,423990,2.63%
04/17/2024,2985.82,3083.42,3123.68,2917.59,524880,-3.17%
04/16/2024,3083.43,3100.98,3125.19,2998.17,560470,-0.56%
04/15/2024,3100.94,3152.65,3273.03,3030.76,654920,-1.64%
04/14/2024,3152.65,3005.96,3168.52,2913.83,799680,4.93%
04/13/2024,3004.44,3237.16,3296.69,2863.89,1060000,-7.27%
04/12/2024,3239.86,3502.55,3551.22,3150.92,739630,-7.50%
04/11/2024,3502.55,3545.16,3615.24,3479.15,349380,-1.20%
04/10/2024,3545.16,3506.95,3560.13,3419.12,404410,1.09%
04/09/2024,3506.96,3694.92,3723.75,3459.79,482490,-5.09%
04/08/2024,3694.93,3454.17,3727.87,3409.58,538850,6.97%
04/07/2024,3454.17,3351.99,3459.43,3344.89,217800,3.05%
04/06/2024,3352.03,3317.84,3394.8,3307.23,190080,1.03%
04/05/2024,3317.84,3327.45,3344.17,3212.89,359700,-0.29%
04/04/2024,3327.45,3310.82,3435.57,3254.31,371230,0.51%
04/03/2024,3310.62,3278.01,3366.75,3203.21,426570,1.00%
04/02/2024,3277.99,3502.84,3505.39,3216.48,647130,-6.42%
04/01/2024,3502.82,3647.08,3647.08,3421.96,422720,-3.96%
03/31/2024,3647.09,3506.82,3652.97,3505.17,252380,4.00%
03/30/2024,3506.83,3509.76,3564.04,3487.64,224950,-0.08%
03/29/2024,3509.76,3559.43,3583.18,3475.04,334490,-1.40%
03/28/2024,3559.43,3500.43,3609.66,3470.62,416690,1.69%
03/27/2024,3500.43,3587.48,3661.91,3462.44,460870,-2.43%
03/26/2024,3587.5,3590.62,3677.24,3544.55,520430,-0.09%
03/25/2024,3590.62,3455.35,3651.3,3421.09,584660,3.92%
03/24/2024,3455.33,3332.87,3469.66,3300.74,270030,3.67%
03/23/2024,3332.9,3334.19,3430.04,3275.78,334860,-0.04%
03/22/2024,3334.12,3492.89,3541.65,3254.56,589840,-4.55%
03/21/2024,3493.23,3514.73,3583.02,3413.6,638790,-0.61%
03/20/2024,3514.73,3165.07,3531.37,3063.6,1260000,11.04%
03/19/2024,3165.2,3520.32,3546.23,3151.42,1110000,-10.09%
03/18/2024,3520.3,3644.77,3644.77,3454.94,588480,-3.42%
03/17/2024,3644.78,3523.66,3678.07,3421.42,549290,3.44%
03/16/2024,3523.68,3741.16,3778.6,3476.82,567020,-5.81%
03/15/2024,3741.12,3881.7,3931.33,3591.51,981710,-3.68%
03/14/2024,3883.94,4004.3,4009.92,3729.51,672520,-3.01%
03/13/2024,4004.29,3979.3,4078.48,3935.6,503460,0.63%
03/12/2024,3979.3,4065.15,4091.28,3843.45,685770,-2.11%
03/11/2024,4065.02,3878.47,4081.72,3756.39,767300,4.81%
03/10/2024,3878.47,3905.17,3961.94,3793.64,372520,-0.68%
03/09/2024,3905.17,3883.2,3941.34,3872.96,265430,0.57%
03/08/2024,3883.2,3868.75,3991.89,3825.16,686060,0.35%
03/07/2024,3869.69,3814.56,3932.77,3736.33,568320,1.45%
03/06/2024,3814.56,3555.94,3899.99,3503.51,1020000,7.27%
03/05/2024,3556.03,3626.39,3819.79,3237.28,1480000,-1.94%
03/04/2024,3626.34,3488.67,3638.1,3445.47,769530,3.95%
03/03/2024,3488.67,3420.64,3491.53,3364.44,363550,1.99%
03/02/2024,3420.64,3433.51,3459.96,3395.03,296910,-0.37%
03/01/2024,3433.51,3339.25,3449.56,3339.24,431980,2.82%
02/29/2024,3339.26,3382.98,3520.8,3300.42,802170,-1.29%
02/28/2024,3383.03,3242.44,3482.48,3183.92,1010000,4.35%
02/27/2024,3242.14,3175.94,3285.01,3165.91,674560,2.08%
02/26/2024,3175.94,3112.59,3193.67,3038.0,582390,2.04%
02/25/2024,3112.59,2992.29,3117.59,2984.29,450780,4.02%
02/24/2024,2992.29,2922.24,3005.95,2907.23,251890,2.40%
02/23/2024,2922.24,2972.47,2992.8,2906.43,441330,-1.69%
02/22/2024,2972.46,2971.18,3031.76,2907.22,595920,0.04%
02/21/2024,2971.18,3015.38,3016.76,2871.88,620510,-1.47%
02/20/2024,3015.38,2944.79,3030.61,2879.82,674550,2.40%
02/19/2024,2944.8,2880.16,2983.48,2859.82,478680,2.25%
02/18/2024,2880.1,2785.9,2892.79,2765.97,391110,3.38%
02/17/2024,2785.9,2801.8,2804.17,2721.21,251970,-0.57%
02/16/2024,2801.8,2822.59,2856.76,2759.52,401190,-0.74%
02/15/2024,2822.59,2775.12,2864.41,2760.98,520700,1.71%
02/14/2024,2775.12,2640.12,2785.51,2619.77,491970,5.11%
02/13/2024,2640.1,2657.91,2686.14,2597.15,530990,-0.67%
02/12/2024,2657.87,2506.69,2663.57,2473.54,477420,6.03%
02/11/2024,2506.69,2500.28,2537.85,2493.83,230910,0.26%
02/10/2024,2500.28,2486.24,2515.95,2472.92,194430,0.56%
02/09/2024,2486.24,2419.56,2522.96,2419.16,540920,2.76%
02/08/2024,2419.56,2424.66,2461.0,2412.01,350330,-0.21%
02/07/2024,2424.64,2372.65,2443.71,2354.46,355400,2.19%
02/06/2024,2372.65,2301.83,2390.53,2299.24,381230,3.08%
02/05/2024,2301.83,2289.78,2336.63,2271.28,244980,0.53%
02/04/2024,2289.78,2296.5,2310.34,2272.02,180390,-0.29%
02/03/2024,2296.5,2309.28,2329.5,2293.1,137800,-0.55%
02/02/2024,2309.28,2304.28,2324.57,2282.87,246890,0.22%
02/01/2024,2304.28,2283.14,2311.31,2240.79,323610,0.93%
01/31/2024,2283.14,2343.11,2350.8,2266.8,408790,-2.56%
01/30/2024,2343.11,2317.79,2389.23,2298.85,387120,1.09%
01/29/2024,2317.79,2256.92,2320.97,2237.69,318840,2.70%
01/28/2024,2256.92,2267.91,2306.43,2240.14,216930,-0.48%
01/27/2024,2267.91,2267.56,2282.16,2252.31,151260,0.02%
01/26/2024,2267.55,2217.71,2280.83,2195.88,377790,2.25%
01/25/2024,2217.71,2234.64,2242.85,2173.82,344110,-0.76%
01/24/2024,2234.64,2243.72,2264.66,2198.89,373250,-0.41%
01/23/2024,2243.74,2313.65,2351.18,2169.54,750520,-3.02%
01/22/2024,2313.64,2457.06,2465.97,2304.06,560840,-5.84%
01/21/2024,2457.06,2472.04,2481.63,2453.48,126520,-0.61%
01/20/2024,2472.03,2491.81,2491.81,2455.07,143980,-0.79%
01/19/2024,2491.81,2469.77,2504.09,2418.61,443420,0.89%
01/18/2024,2469.77,2531.26,2548.79,2430.97,467220,-2.43%
01/17/2024,2531.26,2588.63,2592.88,2510.0,380900,-2.22%
01/16/2024,2588.64,2511.95,2613.71,2501.0,395070,3.05%
01/15/2024,2511.94,2473.96,2553.24,2472.69,332150,1.54%
01/14/2024,2473.96,2578.36,2578.37,2470.21,316450,-4.05%
01/13/2024,2578.36,2523.99,2589.98,2498.48,436910,2.15%
01/12/2024,2523.98,2618.08,2712.88,2462.93,931960,-3.59%
01/11/2024,2618.08,2581.9,2688.26,2567.55,889360,1.41%
01/10/2024,2581.79,2344.29,2629.68,2342.21,1120000,10.11%
01/09/2024,2344.67,2330.99,2369.6,2229.25,588190,0.59%
01/08/2024,2330.98,2221.4,2357.14,2167.42,565230,4.93%
01/07/2024,2221.4,2240.49,2254.7,2209.46,216410,-0.85%
01/06/2024,2240.49,2268.14,2269.65,2217.05,202820,-1.22%
01/05/2024,2268.12,2267.29,2275.25,2207.4,426010,0.04%
01/04/2024,2267.27,2209.49,2293.17,2202.99,467010,2.62%
01/03/2024,2209.49,2355.28,2383.92,2122.78,852010,-6.19%
01/02/2024,2355.27,2352.06,2430.53,2347.62,491560,0.14%
01/01/2024,2352.03,2281.89,2352.03,2266.75,229280,3.07%
12/31/2023,2281.9,2291.7,2320.91,2264.67,232620,-0.43%
12/30/2023,2291.7,2299.24,2322.76,2269.23,219920,-0.33%
12/29/2023,2299.24,2344.48,2385.26,2265.63,475370,-1.93%
12/28/2023,2344.47,2378.63,2443.59,2338.46,626910,-1.44%
12/27/2023,2378.63,2230.76,2391.53,2213.78,577270,6.63%
12/26/2023,2230.74,2271.38,2274.71,2184.6,429500,-1.79%
12/25/2023,2271.38,2263.57,2303.28,2253.25,298170,0.35%
12/24/2023,2263.57,2308.6,2325.08,2247.73,319330,-1.95%
12/23/2023,2308.61,2324.24,2330.07,2267.39,266300,-0.67%
12/22/2023,2324.23,2239.62,2341.52,2232.83,620730,3.78%
12/21/2023,2239.62,2202.19,2277.72,2183.35,471460,1.70%
12/20/2023,2202.19,2177.45,2263.3,2161.76,440350,1.14%
12/19/2023,2177.44,2218.82,2254.75,2137.8,400940,-1.86%
12/18/2023,2218.8,2197.01,2223.3,2123.06,388260,0.99%
12/17/2023,2197.04,2229.07,2247.84,2196.06,233480,-1.44%
12/16/2023,2229.07,2220.41,2262.68,2212.8,206790,0.39%
12/15/2023,2220.41,2315.4,2317.42,2213.18,349630,-4.11%
12/14/2023,2315.64,2260.18,2331.63,2237.39,461600,2.45%
12/13/2023,2260.18,2203.49,2283.84,2148.87,436640,2.57%
12/12/2023,2203.49,2225.33,2243.34,2168.18,377050,-0.98%
12/11/2023,2225.34,2352.26,2355.02,2164.16,678030,-5.40%
12/10/2023,2352.26,2340.55,2376.57,2324.18,206780,0.50%
12/09/2023,2340.55,2358.42,2401.34,2332.36,304640,-0.76%
12/08/2023,2358.42,2355.78,2389.36,2340.88,397410,0.11%
12/07/2023,2355.8,2233.45,2381.65,2224.61,518610,5.48%
